ticker,company_name,exchange,security_types,sector,market_cap_usd,total_revenue_usd,annual_revenue_growth_pct,net_income_usd,free_cash_flow_usd,cash_and_short_term_investments_usd,total_debt_usd,daily_dollar_volume_usd
ORCL,Oracle Corporation,NYSE,common,Technology Services,441518573830.8671,67357000000,17.348734298506944,17087000000,-23686000000,,167432000000,6670308752
ABBV,AbbVie Inc.,NYSE,common,Health Technology,439588095491.6871,61160000000,8.566762523520431,4186000000,18210000000,,70822000000,940394144.52
AMAT,"Applied Materials, Inc.",NASDAQ,common,Producer Manufacturing,435208839351.19727,28368000000,4.386223138062997,6998000000,5343000000,,7268000000,4095753777.7
COST,Costco Wholesale Corporation,NASDAQ,common,Retail Trade,421116404528.385,275235000000,8.167323631476146,8099000000,8806000000,,8232000000,1245923113.875
PLTR,Palantir Technologies Inc.,NASDAQ,common,Technology Services,411025055506.61664,4475446000,56.18339093221548,1625033000,3358272000,,211400000,6016569745.599999
LRCX,Lam Research Corporation,NASDAQ,common,Producer Manufacturing,408068310758.68475,23232690000,26.02085824099699,7265396000,4891252000,,4121564999.9999995,2631652913.52
CAT,"Caterpillar, Inc.",NYSE,common,Producer Manufacturing,393297812835.2396,67589000000,4.289527689055532,8884000000,8994000000,,45146000000,2692872660
CVX,Chevron Corporation,NYSE,common,Energy Minerals,388436633063.37836,184534000000,-4.619296948896734,12299000000,27265000000,,37075000000,1447763186.3999999
GE,GE Aerospace,NYSE,common,Electronic Technology,379052705610.78796,45855000000,18.482248979380913,8688000000,8396000000,,20230000000,796680610.9499999
KO,Coca-Cola Company (The),NYSE,common,Consumer Non-Durables,373074023368.88293,48392000000,3.4768849163922506,13107000000,14297000000,,43543000000,1096766695.96
UNH,UnitedHealth Group Incorporated,NYSE,common,Health Services,364055496866.8768,447567000000,11.814039242726306,12056000000,23617000000,,73328000000,1345070690.29
HD,"Home Depot, Inc. (The)",NYSE,common,Retail Trade,342439798626.14087,164683000000,3.240467921310982,14156000000,14315000000,,63157000000,1361679000.77
MS,Morgan Stanley,NYSE,common,Finance,341818057729.8037,119717000000,11.471456372151923,16861000000,42844000000,,545313000000,814436520.28
PG,Procter & Gamble Company (The),NYSE,common,Consumer Non-Durables,334904337320.378,87032000000,3.260405296378909,16046000000,15147000000,,35025000000,1036690323.2800001
MRK,"Merck & Company, Inc.",NYSE,common,Health Technology,327936448569.5498,64926000000,1.4896909633751738,18254000000,16063000000,,53906000000,1388320024.6799998
PANW,"Palo Alto Networks, Inc.",NASDAQ,common,Technology Services,315413139967.78925,9221500000,14.873871068203051,1133900000,3793500000,,2071000000,2124831576.79
DELL,Dell Technologies Inc.,NYSE,common,Electronic Technology,314092166152.36066,113725000000,19.12493322299852,5936000000,9442000000,,31906000000,3019831813.5
NFLX,"Netflix, Inc.",NASDAQ,common,Technology Services,309005986834.4203,45274179000,16.45505116192739,10981201000,11152005000,,16639726999.999998,1535676657.02
GS,"Goldman Sachs Group, Inc. (The)",NYSE,common,Finance,302005915651.2019,126213000000,-0.48490869524079855,17176000000,114890000000,,797512000000,1802112961.02
RTX,RTX Corporation,NYSE,common,Electronic Technology,300226612708.375,88603000000,9.741385716762863,6732000000,11407000000,,38856000000,874883439.9599999
PM,Philip Morris International Inc,NYSE,common,Consumer Non-Durables,290198254194.93176,40540000000,7.555980048816726,11316000000,12722000000,,49113000000,659338820.85
GEV,GE Vernova Inc.,NYSE,common,Producer Manufacturing,276960299129.8605,38062000000,8.925965143233265,4884000000,12438000000,,2849000000,1556074123.1000001
KLAC,KLA Corporation,NASDAQ,common,Electronic Technology,272088362954.7002,13572650000,11.721043970480453,4830771000,3767134000,,6151713000,2488818449.25
WFC,Wells Fargo & Company,NYSE,common,Finance,268924245480.82938,124235000000,-1.61552167887547,21338000000,6857000000,,463249000000,1284142708.1100001
ANET,"Arista Networks, Inc.",NYSE,common,Electronic Technology,265487788463.79327,9005700000,28.59506284746884,3511400000,5155300000,,0,2106238371.5
TXN,Texas Instruments Incorporated,NASDAQ,common,Electronic Technology,252595167224.36093,17682000000,13.049037785307846,4973000000,5355000000,,14052000000,1632941446.06
AXP,American Express Company,NYSE,common,Finance,232360599292.4421,80484000000,8.486547689653314,10759000000,15192000000,,59049000000,726825301.8399999
C,"Citigroup, Inc.",NYSE,common,Finance,230781757745.86124,169155000000,-1.0679549189676045,14135000000,39398000000,,817043000000,833763279.0600001
CRWD,"CrowdStrike Holdings, Inc.",NASDAQ,common,Technology Services,225829536318.0795,4812005000,21.711245176577236,-162502000,1431313000,,821343000,1533941591.78
AMGN,Amgen Inc.,NASDAQ,common,Health Technology,225000227055.85373,36741000000,10.559099662975445,7711000000,10175000000,,57304000000,859645176.98
TMO,Thermo Fisher Scientific Inc,NYSE,common,Health Technology,222961309685.9683,44556000000,3.911005387252501,6703000000,7318000000,,42549000000,923659361.48
IBM,International Business Machines Corporation,NYSE,common,Technology Services,222324873866.0865,67536000000,7.621946361130146,10593000000,13790000000,,65272000000,1342565261.6399999
LIN,Linde plc,NASDAQ,common,Process Industries,221007719272.06747,33986000000,2.9722769277382213,6898000000,4975000000,,28013000000,1120456675.8
APH,Amphenol Corporation,NYSE,common,Electronic Technology,209557873791.99503,23094700000,51.712245528060066,4270300000,4713700000,,18811300000,887682554.36
SNDK,Sandisk Corporation,NASDAQ,common,Electronic Technology,199075601141.14255,20248000000,175.29571719918422,11433000000,11484000000,,0,16107656492.619999
STX,Seagate Technology Holdings PLC,NASDAQ,common,Electronic Technology,199041485126.7836,12195000000,34.05518302737166,3184000000,3105000000,,3898000000,4151386491
VZ,Verizon Communications Inc.,NYSE,common,Communications,195191349742.04904,138191000000,2.5247054633943673,17174000000,21531000000,,188458000000,569378103.3
MCD,McDonald's Corporation,NYSE,common,Consumer Services,195096751552.7952,26885000000,3.7229938271604937,8563000000,7761000000,,54592000000,1199364476.3999999
SHOP,Shopify Inc.,NASDAQ,common,Commercial Services,193524131269.31534,11758293947.24386,39.091517982202284,1252549311.964104,2291690811.52,,177786400,884071174.22
ABT,Abbott Laboratories,NYSE,common,Health Technology,191916814024.83905,44328000000,5.6686531585220505,6500000000,7824000000,,32608000000,733513377.81
MRVL,"Marvell Technology, Inc.",NASDAQ,common,Electronic Technology,190111371933.01398,8194600000,42.08728521145076,2670100000,1665400000,,5522400000,5442654941.280001
TMUS,"T-Mobile US, Inc.",NASDAQ,common,Communications,190002327922.3059,88309000000,8.487714987714988,10992000000,15831000000,,119439000000,458617379.40999997
PEP,"PepsiCo, Inc.",NASDAQ,common,Consumer Non-Durables,189310453214.5257,93924000000,2.254689558316005,8240000000,9282000000,,53214000000,758943791.9
SCHW,Charles Schwab Corporation (The),NYSE,common,Finance,189085559353.7417,27675000000,6.446401784684026,8852000000,-7015000000,,37114000000,605459753.36
BLK,"BlackRock, Inc.",NYSE,common,Finance,188620227767.27533,24922000000,19.22120168388825,5553000000,3452000000,,14968000000,439332458.58000004
ADI,"Analog Devices, Inc.",NASDAQ,common,Electronic Technology,187250863367.99036,11019707000,16.89321605654812,2267342000,4565150000,,8684849000,1062687537.6
BA,Boeing Company (The),NYSE,common,Electronic Technology,182733547174.9854,89462000000,34.49291920983794,2234000000,-210000000,,45900000000,779689863.1999999
BX,Blackstone Inc.,NYSE,common,Finance,181817333299.5275,13654656000,9.598211902866328,3019214000,1963443000,,14027316000,611784140.88
NEE,"NextEra Energy, Inc.",NYSE,common,Utilities,178935211669.78052,26526000000,8.686388592968942,6835000000,3048000000,,110197000000,640982386.22
ETN,"Eaton Corporation, PLC",NYSE,common,Producer Manufacturing,178648464516.75275,27448000000,10.330412412573358,4087000000,3934000000,,21326000000,763358815.1999999
DIS,Walt Disney Company (The),NYSE,common,Consumer Services,178228618648.5189,94175000000,3.608559326695638,12404000000,8293000000,,46041000000,693281981.34
UNP,Union Pacific Corporation,NYSE,common,Transportation,174497793848.90128,24510000000,1.0721649484536082,7138000000,6504000000,,31169000000,528048701.55
QCOM,QUALCOMM Incorporated,NASDAQ,common,Electronic Technology,171261632196.37894,44284000000,13.65946306657769,5541000000,10416000000,,15270000000,1260030638.1699998
TJX,"TJX Companies, Inc. (The)",NYSE,common,Retail Trade,168588954772.9176,60372000000,7.118523775727466,5494000000,5477000000,,14180000000,663054128.82
GILD,"Gilead Sciences, Inc.",NASDAQ,common,Health Technology,168472701766.71463,29448000000,2.509833954119818,8510000000,12943000000,,26246000000,772276520.19
DE,Deere & Company,NYSE,common,Producer Manufacturing,167299129851.61954,45628000000,-11.554788811568358,5027000000,3768000000,,64162000000,532439448.84
T,AT&T Inc.,NYSE,common,Communications,166170354248.44897,125648000000,2.7072979335600316,21953000000,17654000000,,162888000000,788610848.75
WELL,Welltower Inc.,NYSE,common,Finance,165965931937.56964,10829438000,35.61774898920086,936845000,2512020000,,19720804000,783363572.45
SCCO,Southern Copper Corporation,NYSE,common,Non-Energy Minerals,164554137926.86948,13420000000,17.375408889744083,4334900000,5100400000,,8624400000,168634224.31
BKNG,Booking Holdings Inc. Common Stock,NASDAQ,common,Consumer Services,159488019820.68335,26917000000,13.38725304351489,5404000000,9539000000,,20694000000,848480482.64
CRM,"Salesforce, Inc.",NYSE,common,Technology Services,158329080978.98416,41525000000,9.57910014513788,7457000000,14661000000,,42548000000,2471896619.2799997
WDC,Western Digital Corporation,NASDAQ,common,Electronic Technology,156520152118.18484,12919000000,35.70378151260504,9424000000,3511000000,,1052000000,2607994385.6
IBKR,"Interactive Brokers Group, Inc.",NASDAQ,common,Finance,155942001180.33997,10428000000,11.042487488020445,984000000,21872000000,,45566000000,278654924.38
UBER,"Uber Technologies, Inc.",NYSE,common,Transportation,153927337008.78836,52017000000,18.279594342625856,10053000000,10116000000,,14731000000,1445670594.72
COP,ConocoPhillips,NYSE,common,Energy Minerals,152930264634.58942,58714000000,7.511169706291658,7961000000,10064000000,,23290000000,771740846.6999999
PFE,"Pfizer, Inc.",NYSE,common,Health Technology,149958410298.9444,62579000000,-1.6470995017838341,7771000000,10986000000,,63194000000,857069718.9599999
DHR,Danaher Corporation,NYSE,common,Health Technology,144667507925.77432,24568000000,2.9026178010471204,3614000000,5466000000,,27858000000,625272130.2099999
GLW,Corning Incorporated,NYSE,common,Electronic Technology,144230860112.7337,15629000000,18.978380024360536,1596000000,2395000000,,9379000000,1687896333.76
ISRG,"Intuitive Surgical, Inc.",NASDAQ,common,Health Technology,141759885261.21307,10064700000,20.505022688904585,2856000000,3222600000,,0,1260912727.35
LMT,Lockheed Martin Corporation,NYSE,common,Electronic Technology,140025372192.71466,75048000000,5.63743085173768,5017000000,8729000000,,20538000000,628741509.12
COF,Capital One Financial Corporation,NYSE,common,Finance,136463555611.17917,69072000000,28.690402995919733,2427000000,27291000000,,51888000000,496650240.71999997
PLD,"Prologis, Inc.",NYSE,common,Finance,136089444535.33612,8790127000,7.175627712119925,3328231000,4374869000,,37092485000,446362347.71999997
PH,Parker-Hannifin Corporation,NYSE,common,Producer Manufacturing,134851907718.9672,21499000000,8.307304785894207,3648000000,3905000000,,8520000000,559768586.16
